group_lei,group_name,org_name,org_country,decision,confidence,is_jv,share,status,valid_from,valid_to,evidence,source
,United Nations,"UNITED NATIONS EDUCATIONAL, SCIENTIFIC AND CULTURAL ORGANIZATION -UNESCO",FR,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,United Nations University,DE,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS OFFICE ON DRUGS AND CRIME,AT,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,United Nations Interregional Crime and Justice Research Institute,IT,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS INDUSTRIAL DEVELOPMENT ORGANIZATION,AT,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,United Nations Educ Scientific & Cultural Organization (UNESCO),FR,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS OFFICE FOR DISASTER RISK REDUCTION,CH,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS ECONOMIC COMMISSION FOR LATIN AMERICA AND THE CARIBBEAN,CL,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS DEVELOPMENT PROGRAMME,US,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS POPULATION FUND,US,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS ECONOMIC COMMISSION FOR EUROPE,CH,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS CHILDREN'S FUND,US,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS OFFICE ON DRUGS AND CRIME  - UNODC,AT,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,United Nations at Geneva,CH,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS CONFERENCE ON TRADE AND DEVELOPMENT (UNCTAD),CH,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,"United nations University Institute for water, Environment and Health",CA,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,"United Nations University Institute on Globalization, Culture and Mobility (UNU-GCM)",ES,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,United Nations Economic Commission,BE,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,AIRBUS SE,ARIANEGROUP SAS,FR,attach,0.9,true,50,,,,Coentreprise ArianeGroup — 50 % Airbus / 50 % Safran (création 2016),ariane.group · airbus.com · safran-group.com
,SAFRAN,ARIANEGROUP SAS,FR,attach,0.9,true,50,,,,Coentreprise ArianeGroup — 50 % Airbus / 50 % Safran (création 2016),ariane.group · airbus.com · safran-group.com
,AIRBUS SE,ARIANEGROUP GMBH,DE,attach,0.9,true,50,,,,Coentreprise ArianeGroup — 50 % Airbus / 50 % Safran (création 2016),ariane.group · airbus.com · safran-group.com
,SAFRAN,ARIANEGROUP GMBH,DE,attach,0.9,true,50,,,,Coentreprise ArianeGroup — 50 % Airbus / 50 % Safran (création 2016),ariane.group · airbus.com · safran-group.com
,LEONARDO - SOCIETA' PER AZIONI,TELESPAZIO SPA,IT,attach,0.9,true,67,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,THALES,TELESPAZIO SPA,IT,attach,0.9,true,33,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,LEONARDO - SOCIETA' PER AZIONI,TELESPAZIO FRANCE SAS,FR,attach,0.9,true,67,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,THALES,TELESPAZIO FRANCE SAS,FR,attach,0.9,true,33,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,LEONARDO - SOCIETA' PER AZIONI,TELESPAZIO BELGIUM,BE,attach,0.9,true,67,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,THALES,TELESPAZIO BELGIUM,BE,attach,0.9,true,33,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,LEONARDO - SOCIETA' PER AZIONI,TELESPAZIO UK LIMITED,GB,attach,0.9,true,67,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,THALES,TELESPAZIO UK LIMITED,GB,attach,0.9,true,33,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,LEONARDO - SOCIETA' PER AZIONI,TELESPAZIO GERMANY GMBH,DE,attach,0.9,true,67,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,THALES,TELESPAZIO GERMANY GMBH,DE,attach,0.9,true,33,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,LEONARDO - SOCIETA' PER AZIONI,TELESPAZIO IBERICA SL UNIPERSONAL,ES,attach,0.9,true,67,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,THALES,TELESPAZIO IBERICA SL UNIPERSONAL,ES,attach,0.9,true,33,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,LEONARDO - SOCIETA' PER AZIONI,Telespazio Argentina S.A.,AR,attach,0.9,true,67,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,THALES,Telespazio Argentina S.A.,AR,attach,0.9,true,33,,,,Coentreprise Telespazio — 67 % Leonardo / 33 % Thales (Space Alliance),telespazio.com · leonardo.com · thalesgroup.com
,LEONARDO - SOCIETA' PER AZIONI,THALES ALENIA SPACE BELGIUM SA,BE,attach,0.9,true,33,,,,"Coentreprise Thales Alenia Space — 67 % Thales / 33 % Leonardo, structure publique des deux groupes",thalesgroup.com · leonardo.com
,LEONARDO - SOCIETA' PER AZIONI,THALES ALENIA SPACE ESPANA SA,ES,attach,0.9,true,33,,,,"Coentreprise Thales Alenia Space — 67 % Thales / 33 % Leonardo, structure publique des deux groupes",thalesgroup.com · leonardo.com
,LEONARDO - SOCIETA' PER AZIONI,Thales Alenia Space France,FR,attach,0.9,true,33,,,,"Coentreprise Thales Alenia Space — 67 % Thales / 33 % Leonardo, structure publique des deux groupes",thalesgroup.com · leonardo.com
,LEONARDO - SOCIETA' PER AZIONI,THALES ALENIA SPACE UK LTD,GB,attach,0.9,true,33,,,,"Coentreprise Thales Alenia Space — 67 % Thales / 33 % Leonardo, structure publique des deux groupes",thalesgroup.com · leonardo.com
,"Airbus · Leonardo · Thales (espace, annoncé)",THALES ALENIA SPACE BELGIUM SA,BE,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",THALES ALENIA SPACE ESPANA SA,ES,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",Thales Alenia Space France,FR,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",THALES ALENIA SPACE UK LTD,GB,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",Thales Alenia Space Italia,IT,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",THALES ALENIA SPACE DEUTSCHLAND GMBH,DE,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",THALES ALENIA SPACE LUXEMBOURG,LU,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",THALES ALENIA SPACE SWITZERLAND AG,CH,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",TELESPAZIO SPA,IT,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",TELESPAZIO FRANCE SAS,FR,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",TELESPAZIO BELGIUM,BE,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",TELESPAZIO UK LIMITED,GB,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",TELESPAZIO GERMANY GMBH,DE,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",TELESPAZIO IBERICA SL UNIPERSONAL,ES,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,"Airbus · Leonardo · Thales (espace, annoncé)",Telespazio Argentina S.A.,AR,attach,0.7,false,,announced,,,"Protocole d'accord public (octobre 2025) pour une société spatiale commune Airbus/Leonardo/Thales — opération ANNONCÉE, non finalisée, listée sans consolidation ; les activités spatiales d'Airbus n'ont pas d'entité légale distincte dans le corpus",communiqués Airbus · Leonardo · Thales (2025-10)
,AIRBUS SE,AVIONS DE TRANSPORT REGIONAL,FR,attach,0.9,true,50,,,,GIE ATR — partenariat paritaire Airbus/Leonardo (table des JV du rapport pivot),atr-aircraft.com · airbus.com · leonardo.com
,LEONARDO - SOCIETA' PER AZIONI,AVIONS DE TRANSPORT REGIONAL,FR,attach,0.9,true,50,,,,GIE ATR — partenariat paritaire Airbus/Leonardo (table des JV du rapport pivot),atr-aircraft.com · airbus.com · leonardo.com
,AIRBUS SE,MAIASPACE SAS,FR,attach,0.9,true,50,,,,"Filiale à 100 % d'ArianeGroup, détenue 50/50 par Airbus et Safran — chaîne documentée (gouvernance ArianeGroup)",ariane.group (gouvernance)
,SAFRAN,MAIASPACE SAS,FR,attach,0.9,true,50,,,,"Filiale à 100 % d'ArianeGroup, détenue 50/50 par Airbus et Safran — chaîne documentée (gouvernance ArianeGroup)",ariane.group (gouvernance)
,SAFRAN,SODERN SA,FR,attach,0.9,true,50,,,,"Filiale à 100 % d'ArianeGroup, détenue 50/50 par Airbus et Safran — chaîne documentée (gouvernance ArianeGroup)",ariane.group (gouvernance)
,OHB SE,OHB ITALIA SPA,IT,attach,0.95,false,,,,,"Filiale OHB — dénomination du groupe, organigramme public",ohb.de · registres nationaux
,OHB SE,OHB DIGITAL SERVICES GMBH,DE,attach,0.95,false,,,,,"Filiale OHB — dénomination du groupe, organigramme public",ohb.de · registres nationaux
,OHB SE,OHB SWEDEN AB,SE,attach,0.95,false,,,,,"Filiale OHB — dénomination du groupe, organigramme public",ohb.de · registres nationaux
,Confédération suisse,BEYOND GRAVITY GERMANY GMBH,DE,attach,0.85,false,,,,,"Beyond Gravity (ex-RUAG Space), RUAG International détenue par la Confédération suisse — même tête que les entités déjà rattachées",beyondgravity.com · admin.ch
,Confédération suisse,Beyond Gravity Schweiz AG,CH,attach,0.85,false,,,,,"Beyond Gravity (ex-RUAG Space), RUAG International détenue par la Confédération suisse — même tête que les entités déjà rattachées",beyondgravity.com · admin.ch
,Confédération suisse,RUAG Schweiz AG,CH,attach,0.9,false,,,,,RUAG détenue par la Confédération suisse,ruag.com · admin.ch
I07WOS4YJ0N7YRFE7309,RTX CORPORATION,"COLLINS AEROSPACE IRELAND, LIMITED",IE,attach,0.95,false,,,,,"Collins Aerospace est une division de RTX depuis la fusion Raytheon–United Technologies (2020)",rtx.com · GLEIF
I07WOS4YJ0N7YRFE7309,RTX CORPORATION,PRATT & WHITNEY CANADA CORP./CIE.,CA,attach,0.95,false,,,,,"Pratt & Whitney Canada, filiale de Pratt & Whitney, division de RTX",rtx.com · prattwhitney.com · GLEIF
I07WOS4YJ0N7YRFE7309,RTX CORPORATION,PRATT & WHITNEY RZESZOW SPOLKA AKCYJNA,PL,attach,0.95,false,,,,,"Pratt & Whitney Rzeszów, filiale polonaise de Pratt & Whitney, division de RTX",rtx.com · prattwhitney.com · GLEIF
I07WOS4YJ0N7YRFE7309,RTX CORPORATION,Pratt & Whitney,US,attach,0.95,false,,,,,"Pratt & Whitney, division de RTX",rtx.com · GLEIF
3C7474T6CDKPR9K6YT90,GENERAL ELECTRIC COMPANY,GE AVIO SRL,IT,attach,0.95,false,,,,,"Avio Aero, activité aéronautique italienne de GE Aerospace depuis le rachat de 2013",geaerospace.com · GLEIF
529900X4EEX1U9LN3U39,LEONARDO - SOCIETA' PER AZIONI,AGUSTAWESTLAND LIMITED,GB,attach,0.95,false,,,,,"AgustaWestland, devenue Leonardo Helicopters, division de Leonardo depuis la réorganisation de 2016",leonardo.com · GLEIF
,MELROSE INDUSTRIES PLC,GKN AEROSPACE SWEDEN AB,SE,attach,0.95,false,,,,,"GKN Aerospace, seule branche de GKN conservée par Melrose après la scission Dowlais de 2023 — Driveline et Powder Metallurgy en sont exclues",melroseplc.net · gknaerospace.com
,MELROSE INDUSTRIES PLC,GKN AEROSPACE SERVICES LIMITED,GB,attach,0.95,false,,,,,"GKN Aerospace, branche conservée par Melrose après la scission Dowlais de 2023",melroseplc.net · gknaerospace.com
,MELROSE INDUSTRIES PLC,GKN FOKKER AEROSPACE BV,NL,attach,0.95,false,,,,,"Fokker Technologies, acquise par GKN Aerospace en 2015, branche conservée par Melrose",melroseplc.net · gknaerospace.com
,MELROSE INDUSTRIES PLC,GKN AEROSPACE NORWAY AS,NO,attach,0.95,false,,,,,"GKN Aerospace Norway, branche conservée par Melrose après la scission Dowlais de 2023",melroseplc.net · gknaerospace.com
,MELROSE INDUSTRIES PLC,GKN AEROSPACE APPLIED COMPOSITES AB,SE,attach,0.95,false,,,,,"GKN Aerospace Applied Composites, branche conservée par Melrose",melroseplc.net · gknaerospace.com
